,0,1,2
326,3421,0,1
327,11084,0,1
328,4592,0,1
329,4496,0,1
330,12741,0,1
331,9617,0,1
332,4531,0,1
333,18425,0,1
334,6216,0,1
335,19432,1,1
336,16195,0,1
337,15681,0,1
338,16927,0,1
339,6815,0,1
340,13379,0,1
341,7032,0,1
342,5296,0,1
343,7914,1,1
344,16029,0,1
345,15605,0,1
346,11671,0,1
347,5131,0,1
348,4572,0,1
349,17673,0,1
350,9010,0,1
351,17690,0,1
352,18088,1,1
353,12958,0,1
354,14356,0,1
355,5813,0,1
356,17642,0,1
357,5479,0,1
358,16746,0,1
359,3653,0,1
360,12339,0,1
361,16504,0,1
362,9338,0,1
363,18366,1,1
364,4588,0,1
365,6058,0,1
366,11770,1,1
367,18765,0,1
368,18333,0,1
369,11195,0,1
370,15089,0,1
371,8168,0,1
372,15334,0,1
373,16413,0,1
374,12271,0,1
375,10158,0,1
376,12648,0,1
377,16712,0,1
378,4031,0,1
379,16984,0,1
380,4622,0,1
381,4970,1,1
382,4587,0,1
383,6700,0,1
384,7631,0,1
385,16341,0,1
386,15317,0,1
387,7968,0,1
388,15858,0,1
389,18261,0,1
390,17243,1,1
391,6213,0,1
392,3670,0,1
393,17592,0,1
394,3917,0,1
395,16652,0,1
396,19118,1,1
397,4164,0,1
398,11250,0,1
399,9186,0,1
400,6040,0,1
401,13959,0,1
402,12599,0,1
403,14732,0,1
404,17417,0,1
405,17456,0,1
406,4443,0,1
407,14682,1,1
408,12793,0,1
409,18336,1,1
410,5732,1,1
411,6087,0,1
412,11155,0,1
413,4644,0,1
414,4695,0,1
415,5517,0,1
416,14335,0,1
417,4183,0,1
418,17356,0,1
419,13867,0,1
420,16895,0,1
421,5755,0,1
422,14730,1,1
423,16604,0,1
424,7128,0,1
425,5604,1,1
426,15293,0,1
427,6157,0,1
428,12276,0,1
429,12576,0,1
430,13203,0,1
431,5227,0,1
432,17256,0,1
433,19399,0,1
434,19349,1,1
435,13186,1,1
436,17184,0,1
437,18488,0,1
438,4913,0,1
439,5761,0,1
440,18606,0,1
441,7637,0,1
442,16438,0,1
443,17930,0,1
444,12126,0,1
445,5121,0,1
446,3821,1,1
447,4254,0,1
448,18945,1,1
449,13100,0,1
450,3758,0,1
451,6546,0,1
452,9351,0,1
453,6635,0,1
454,15845,0,1
455,3891,0,1
456,9103,0,1
457,19213,0,1
458,15657,0,1
459,9537,0,1
460,19236,1,1
461,13837,0,1
462,5486,0,1
463,14387,0,1
464,6145,0,1
465,10763,0,1
466,19251,1,1
467,11258,0,1
468,13211,0,1
469,19451,0,1
470,18082,0,1
471,10679,1,1
472,9650,0,1
473,5290,0,1
474,18118,0,1
475,5534,0,1
476,12279,0,1
477,19672,0,1
478,14981,0,1
479,6605,0,1
480,13013,0,1
481,16064,0,1
482,3922,0,1
483,8620,0,1
484,16201,0,1
485,18460,0,1
486,14103,0,1
487,18526,0,1
488,4733,0,1
489,7290,0,1
490,4520,0,1
491,14531,0,1
492,18472,0,1
493,11230,1,1
494,15222,0,1
495,8338,1,1
496,11012,0,1
497,4211,0,1
498,10464,0,1
499,17360,1,1
500,14852,0,1
501,9084,0,1
502,12560,1,1
503,19565,0,1
504,3562,0,1
505,17605,0,1
506,14464,0,1
507,8798,0,1
508,4869,0,1
509,10144,1,1
510,11633,0,1
511,11290,0,1
512,4667,0,1
513,4185,0,1
514,5464,0,1
515,5183,0,1
516,7678,0,1
517,14295,0,1
518,8173,0,1
519,13343,1,1
520,6716,0,1
521,7238,0,1
522,10001,0,1
523,6048,0,1
524,17408,0,1
525,14879,0,1
526,16750,0,1
527,13436,0,1
528,13070,0,1
529,14882,0,1
530,3857,0,1
531,6863,1,1
532,7844,0,1
533,11215,0,1
534,7502,0,1
535,8270,0,1
536,15751,0,1
537,16092,1,1
538,3893,0,1
539,8975,0,1
540,5447,0,1
541,11926,0,1
542,7856,0,1
543,13858,0,1
544,9985,0,1
545,18511,0,1
546,16259,0,1
547,5602,0,1
548,3730,0,1
549,13991,1,1
550,14860,0,1
551,8433,0,1
552,15254,1,1
553,14406,0,1
554,17374,0,1
555,17099,0,1
556,12527,0,1
557,13888,1,1
558,15385,0,1
559,3584,0,1
560,7725,0,1
561,10132,1,1
562,10224,0,1
563,15702,1,1
564,4071,0,1
565,9737,0,1
566,12850,0,1
567,12788,1,1
568,11131,0,1
569,15696,1,1
570,17740,0,1
571,10323,0,1
572,9482,0,1
573,15924,0,1
574,15998,0,1
575,7859,0,1
576,18397,0,1
577,4904,0,1
578,14939,0,1
579,8689,0,1
580,6076,0,1
581,7463,0,1
582,18188,1,1
583,10820,0,1
584,18382,0,1
585,9391,0,1
586,8067,0,1
587,16176,0,1
588,13674,0,1
589,19338,0,1
590,4134,0,1
591,10256,0,1
592,5910,0,1
593,17758,0,1
594,9452,1,1
595,8715,0,1
596,13411,0,1
597,5717,0,1
598,17024,0,1
599,6613,0,1
600,11069,0,1
601,4440,0,1
602,3704,1,1
603,12557,0,1
604,15328,0,1
605,10802,0,1
606,14421,1,1
607,9844,0,1
608,18790,0,1
609,10949,0,1
610,16319,0,1
611,3792,0,1
612,5897,0,1
613,3557,0,1
614,10711,1,1
615,8136,0,1
616,18089,0,1
617,11293,0,1
618,10180,0,1
619,4863,0,1
620,12241,0,1
621,17641,1,1
622,11434,0,1
623,7899,0,1
624,5977,0,1
625,16044,0,1
626,12207,0,1
627,5455,0,1
628,12223,0,1
629,5335,0,1
630,4057,0,1
631,5039,0,1
632,18240,1,1
633,7215,0,1
634,12149,1,1
635,11678,0,1
636,16912,1,1
637,13556,0,1
638,12799,0,1
639,15129,0,1
640,10928,0,1
641,9948,0,1
642,7161,0,1
643,13183,0,1
644,8807,0,1
645,7676,0,1
646,4248,0,1
647,7969,0,1
648,16234,0,1
649,15403,0,1
650,8563,0,1
651,16671,0,1
652,19456,0,1
653,10303,0,1
654,8982,0,1
655,18166,0,1
656,8934,0,1
657,12664,0,1
658,6407,0,1
659,11186,0,1
660,6599,0,1
661,16551,0,1
662,17969,0,1
663,5270,0,1
664,5364,0,1
665,15907,0,1
666,12181,0,1
667,6493,0,1
668,17756,0,1
669,7580,0,1
670,7212,0,1
671,6148,0,1
672,13514,0,1
673,10944,1,1
674,9179,0,1
675,13279,0,1
676,13231,0,1
677,13832,0,1
678,16823,0,1
679,8716,0,1
680,17933,0,1
681,11976,0,1
682,3682,0,1
683,10481,0,1
684,18865,0,1
685,7406,0,1
686,3994,0,1
687,6215,0,1
688,14974,0,1
689,18926,1,1
690,15547,0,1
691,16429,0,1
692,18179,1,1
693,17351,0,1
694,19042,0,1
695,19619,0,1
696,11412,0,1
697,11226,1,1
698,5360,0,1
699,9161,0,1
700,18160,0,1
701,8861,0,1
702,5624,1,1
703,18024,0,1
704,11390,0,1
705,10472,0,1
706,8258,0,1
707,6598,1,1
708,8320,0,1
709,13725,1,1
710,18996,0,1
711,8547,0,1
712,12689,0,1
713,6532,0,1
714,14072,0,1
715,11244,0,1
716,9724,0,1
717,6242,0,1
718,4409,0,1
719,6202,1,1
720,4396,0,1
721,8436,0,1
722,14458,1,1
723,14858,0,1
724,8876,0,1
725,10244,0,1
726,18044,0,1
727,9449,0,1
728,18577,0,1
729,17882,0,1
730,19171,0,1
731,10829,0,1
732,8799,1,1
733,15621,0,1
734,17782,0,1
735,13204,0,1
736,12640,0,1
737,4153,0,1
738,16599,0,1
739,15078,0,1
740,13361,0,1
741,6629,0,1
742,13218,0,1
743,14346,1,1
744,19557,0,1
745,16179,0,1
746,11438,1,1
747,13842,0,1
748,4214,0,1
749,15918,0,1
750,18122,0,1
751,5698,0,1
752,4499,0,1
753,7421,0,1
754,19144,0,1
755,7973,0,1
756,17814,0,1
757,5201,0,1
758,13339,0,1
759,14470,1,1
760,12114,0,1
761,4540,0,1
762,10813,0,1
763,14733,1,1
764,4399,0,1
765,17780,0,1
766,18962,0,1
767,8001,0,1
768,9590,0,1
769,9655,0,1
770,15793,0,1
771,13698,0,1
772,17653,0,1
773,15661,0,1
774,15600,0,1
775,7941,0,1
776,16323,0,1
777,6993,0,1
778,5801,0,1
779,18254,0,1
780,4964,0,1
781,18284,1,1
782,17583,0,1
783,13170,0,1
784,14870,0,1
785,9429,0,1
786,17313,1,1
787,6347,0,1
788,8939,0,1
789,11795,0,1
790,19366,0,1
791,18451,0,1
792,15401,0,1
793,9361,0,1
794,15655,0,1
795,10659,0,1
796,5903,0,1
797,15742,0,1
798,16445,0,1
799,16097,1,1
800,17114,0,1
801,19427,0,1
802,16017,0,1
803,6200,0,1
804,9221,0,1
805,3659,0,1
806,16241,0,1
807,8677,1,1
808,12578,0,1
809,19406,0,1
810,16478,0,1
811,13633,0,1
812,5776,0,1
813,19029,1,1
814,5236,0,1
815,7957,0,1
816,7300,0,1
817,14552,0,1
818,13700,0,1
819,11114,0,1
820,12655,1,1
821,7782,0,1
822,18448,0,1
823,12634,0,1
824,6916,0,1
825,17810,0,1
826,19023,0,1
827,13877,0,1
828,11604,0,1
829,8070,0,1
830,12870,0,1
831,4671,1,1
832,6207,0,1
833,14912,1,1
834,13214,0,1
835,9927,0,1
836,13031,0,1
837,7905,0,1
838,19060,1,1
839,13961,1,1
840,9572,0,1
841,9445,0,1
842,6841,0,1
843,9473,0,1
844,13724,0,1
845,16570,0,1
846,5961,0,1
847,18564,0,1
848,3503,0,1
849,11028,0,1
850,4865,0,1
851,19576,1,1
852,19358,0,1
853,3448,1,1
854,11917,0,1
855,11444,0,1
856,5033,0,1
857,18779,1,1
858,10228,0,1
859,5821,0,1
860,4066,0,1
861,19005,0,1
862,12378,0,1
863,17067,0,1
864,7705,0,1
865,11528,0,1
866,6039,0,1
867,11339,0,1
868,17368,1,1
869,14019,0,1
870,17701,0,1
871,18659,0,1
872,6852,0,1
873,4971,0,1
874,16916,1,1
875,8978,0,1
876,4702,0,1
877,9460,0,1
878,4333,0,1
879,17549,0,1
880,3436,0,1
881,4146,0,1
882,9396,0,1
883,7695,0,1
884,9957,0,1
885,13226,0,1
886,14101,0,1
887,17259,1,1
888,11658,0,1
889,17796,0,1
890,9069,0,1
891,3366,0,1
892,3750,0,1
893,6744,0,1
894,13414,0,1
895,15596,0,1
896,16409,0,1
897,8946,1,1
898,4174,0,1
899,13979,0,1
900,4611,0,1
901,15730,0,1
902,5814,1,1
903,14490,0,1
904,15851,0,1
905,16872,0,1
906,15062,0,1
907,11920,0,1
908,16507,0,1
909,7893,1,1
910,5132,0,1
911,19450,0,1
912,8686,0,1
913,10287,0,1
914,17652,0,1
915,8674,0,1
916,8106,0,1
917,5322,0,1
918,13873,0,1
919,14286,0,1
920,15424,1,1
921,11742,0,1
922,18226,0,1
923,3395,1,1
924,8144,0,1
925,13707,0,1
926,15497,1,1
927,19045,0,1
928,4089,0,1
929,3534,0,1
930,19077,0,1
931,4889,0,1
932,10413,0,1
933,16713,0,1
934,7414,0,1
935,10009,0,1
936,7392,0,1
937,8410,0,1
938,19487,0,1
939,12841,0,1
940,14304,0,1
941,5997,0,1
942,7804,0,1
943,8955,0,1
944,14615,0,1
945,5283,0,1
946,18237,0,1
947,16613,0,1
948,16459,1,1
949,11842,0,1
950,8966,0,1
951,9807,0,1
952,19214,0,1
953,15667,0,1
954,14126,0,1
955,11328,0,1
956,9915,1,1
957,14322,0,1
958,3993,0,1
959,3531,0,1
960,10388,0,1
961,15691,0,1
962,7858,0,1
963,9615,0,1
964,15900,0,1
965,13808,0,1
966,13696,0,1
967,10064,0,1
968,9093,0,1
969,9494,0,1
970,15915,1,1
971,16709,0,1
972,8311,1,1
973,12475,0,1
974,8377,0,1
975,15997,0,1
976,12939,0,1
977,4157,0,1
978,12193,0,1
979,14653,1,1
980,15235,0,1
981,11855,0,1
982,17371,0,1
983,17929,0,1
984,3331,0,1
985,10680,0,1
986,15927,0,1
987,8281,0,1
988,5672,0,1
989,7259,1,1
990,18938,1,1
991,9682,0,1
992,16633,0,1
993,11220,0,1
994,10076,0,1
995,15175,0,1
996,11571,0,1
997,3681,0,1
998,13907,0,1
999,4464,0,1
1000,13010,0,1
1001,14113,0,1
1002,8249,0,1
1003,13972,0,1
1004,6018,0,1
1005,16387,0,1
1006,8981,1,1
1007,11019,0,1
1008,19351,1,1
1009,9592,0,1
1010,12902,0,1
1011,5507,0,1
1012,5649,0,1
1013,14634,0,1
1014,12298,0,1
1015,14996,0,1
1016,8857,0,1
1017,19152,0,1
1018,10451,0,1
1019,19106,0,1
1020,6642,0,1
1021,7188,0,1
1022,5000,0,1
1023,6299,0,1
1024,15327,0,1
1025,10450,0,1
1026,12216,0,1
1027,11884,0,1
1028,17755,0,1
1029,5849,0,1
1030,18087,1,1
1031,19249,0,1
1032,16972,0,1
1033,18168,1,1
1034,13328,1,1
1035,9527,0,1
1036,9750,1,1
1037,5030,0,1
1038,15531,0,1
1039,11620,0,1
1040,3358,0,1
1041,6307,0,1
1042,8309,0,1
1043,10519,0,1
1044,12868,0,1
1045,17075,0,1
1046,13467,0,1
1047,13078,0,1
1048,15170,1,1
1049,14348,0,1
1050,12073,1,1
1051,11153,0,1
1052,11431,0,1
1053,6769,0,1
1054,9422,0,1
1055,19217,1,1
1056,15555,0,1
1057,9057,0,1
1058,16434,0,1
1059,6304,0,1
1060,12447,0,1
1061,12107,0,1
1062,10622,0,1
1063,12644,0,1
1064,4947,0,1
1065,6961,0,1
1066,13647,0,1
1067,10306,0,1
1068,6129,0,1
1069,12301,0,1
1070,13255,0,1
1071,11229,1,1
1072,17205,0,1
1073,14564,1,1
1074,10613,0,1
1075,6466,0,1
1076,18739,0,1
1077,6091,0,1
1078,13509,0,1
1079,10266,0,1
1080,17113,0,1
1081,7031,0,1
1082,17630,0,1
1083,15006,0,1
1084,8084,0,1
1085,12805,0,1
1086,10821,0,1
1087,4736,0,1
1088,11550,0,1
1089,18452,0,1
1090,18219,1,1
1091,6160,0,1
1092,5318,0,1
1093,7494,0,1
1094,3694,0,1
1095,19441,0,1
1096,18704,1,1
1097,11598,0,1
1098,11718,0,1
1099,14650,0,1
1100,6764,0,1
1101,9672,0,1
1102,4180,0,1
1103,8945,0,1
1104,4163,0,1
1105,5092,1,1
1106,12260,0,1
1107,4975,0,1
1108,8399,0,1
1109,6175,0,1
1110,9450,0,1
1111,13283,0,1
1112,16502,0,1
1113,9585,0,1
1114,6678,0,1
1115,6502,1,1
1116,5277,0,1
1117,4623,0,1
1118,15476,1,1
1119,10574,0,1
1120,16499,1,1
1121,11879,0,1
1122,3410,0,1
1123,7356,0,1
1124,7937,0,1
1125,4621,0,1
1126,8097,0,1
1127,6619,0,1
1128,13017,0,1
1129,10219,0,1
1130,6170,0,1
1131,13033,0,1
1132,9776,0,1
1133,18457,0,1
1134,7266,0,1
1135,12263,0,1
1136,13200,0,1
1137,18090,0,1
1138,5568,0,1
1139,11698,0,1
1140,17444,0,1
1141,12015,1,1
1142,11504,0,1
1143,18009,0,1
1144,13347,1,1
1145,5918,1,1
1146,15408,0,1
1147,17574,0,1
1148,17265,0,1
1149,6360,0,1
1150,5424,0,1
1151,16055,0,1
1152,11580,0,1
1153,16046,0,1
1154,4925,0,1
1155,13549,1,1
1156,13224,0,1
1157,7384,1,1
1158,18895,1,1
1159,10520,0,1
1160,11421,0,1
1161,16508,0,1
1162,12535,0,1
1163,9050,0,1
1164,4184,0,1
1165,18805,1,1
1166,3626,0,1
1167,13159,0,1
1168,5441,0,1
1169,12174,0,1
1170,18424,0,1
1171,9741,0,1
1172,14456,0,1
1173,12248,0,1
1174,4497,0,1
1175,17567,1,1
1176,8330,0,1
1177,3575,0,1
1178,7756,0,1
1179,4963,0,1
1180,14793,0,1
1181,5812,0,1
1182,15891,0,1
1183,5403,0,1
1184,5231,0,1
1185,10245,0,1
1186,7948,0,1
1187,3497,0,1
1188,17119,0,1
1189,4168,0,1
1190,14120,0,1
1191,4960,0,1
1192,9398,0,1
1193,5355,1,1
1194,11739,0,1
1195,4782,0,1
1196,17631,0,1
1197,17836,0,1
1198,13914,0,1
1199,15388,0,1
1200,6457,0,1
1201,5827,0,1
1202,7841,0,1
1203,9265,0,1
1204,11747,1,1
1205,6906,0,1
1206,8252,0,1
1207,5369,0,1
1208,3338,0,1
1209,7476,0,1
1210,14278,0,1
1211,4460,0,1
1212,11518,0,1
1213,16655,0,1
1214,5588,0,1
1215,6217,0,1
1216,18624,0,1
1217,5496,0,1
1218,7047,1,1
1219,9302,0,1
1220,13962,0,1
1221,12725,0,1
1222,10989,0,1
1223,6777,0,1
1224,11207,0,1
1225,4015,0,1
1226,11179,0,1
1227,4297,0,1
1228,8228,0,1
1229,12039,0,1
1230,3571,0,1
1231,12975,0,1
1232,9575,0,1
1233,10199,1,1
1234,12914,0,1
1235,12441,0,1
1236,14409,0,1
1237,12028,0,1
1238,12204,0,1
1239,17908,0,1
1240,6932,0,1
1241,3625,0,1
1242,3569,0,1
1243,17045,0,1
1244,15027,1,1
1245,5969,1,1
1246,6672,0,1
1247,5546,0,1
1248,14086,0,1
1249,12083,0,1
1250,10700,0,1
1251,13598,0,1
1252,19396,0,1
1253,17811,0,1
1254,14745,0,1
1255,3687,0,1
1256,18870,0,1
1257,5202,0,1
1258,16273,0,1
1259,19137,0,1
1260,12743,1,1
1261,17002,0,1
1262,9771,0,1
1263,19097,1,1
1264,11436,0,1
1265,11713,0,1
1266,6111,0,1
1267,14077,0,1
1268,8924,0,1
1269,11883,1,1
1270,8521,0,1
1271,4661,0,1
1272,19022,0,1
1273,13024,0,1
1274,11166,1,1
1275,13087,1,1
1276,11977,0,1
1277,7265,0,1
1278,5792,0,1
1279,4659,0,1
1280,11026,1,1
1281,8758,0,1
1282,14960,1,1
1283,15828,0,1
1284,10852,0,1
1285,16062,0,1
1286,14511,1,1
1287,10593,1,1
1288,15098,1,1
1289,17275,0,1
1290,7321,0,1
1291,16939,0,1
1292,4226,0,1
1293,12891,0,1
1294,7979,0,1
1295,7822,0,1
1296,16365,0,1
1297,5432,0,1
1298,9085,0,1
1299,10038,1,1
1300,4404,0,1
1301,5957,0,1
1302,10704,0,1
1303,7201,0,1
1304,6703,0,1
1305,3558,0,1
1306,15396,1,1
1307,15675,0,1
1308,12346,0,1
1309,11775,0,1
1310,8206,0,1
1311,15982,0,1
1312,8384,0,1
1313,6368,0,1
1314,17521,1,1
1315,6346,0,1
1316,17828,1,1
1317,17984,0,1
1318,5718,1,1
1319,9984,0,1
1320,7074,0,1
1321,14333,0,1
1322,7880,0,1
1323,7143,0,1
1324,6554,1,1
1325,6315,0,1
1326,11987,0,1
1327,11403,0,1
1328,16715,0,1
1329,15875,1,1
1330,16300,0,1
1331,6127,0,1
1332,6552,1,1
1333,3809,0,1
1334,11268,0,1
1335,13508,0,1
1336,4632,0,1
1337,13212,0,1
1338,14443,1,1
1339,9669,0,1
1340,18988,0,1
1341,13240,0,1
1342,11789,0,1
1343,4783,0,1
1344,4027,1,1
1345,19575,0,1
1346,5508,0,1
1347,8862,0,1
1348,4189,0,1
1349,7912,0,1
1350,3924,0,1
1351,5600,0,1
1352,10066,0,1
1353,8137,0,1
1354,7460,0,1
1355,10663,0,1
1356,4650,0,1
1357,14844,0,1
1358,14828,0,1
1359,13091,0,1
1360,7376,0,1
1361,14572,0,1
1362,14646,0,1
1363,3707,0,1
1364,8358,0,1
1365,16700,1,1
1366,19602,0,1
1367,8755,0,1
1368,13252,0,1
1369,7825,0,1
1370,3597,0,1
1371,13862,0,1
1372,9413,0,1
1373,5762,0,1
1374,13645,0,1
1375,9423,0,1
1376,9474,0,1
1377,16324,0,1
1378,4324,0,1
1379,11090,0,1
1380,5820,0,1
1381,16117,0,1
1382,16361,0,1
1383,4136,0,1
1384,12989,1,1
1385,18057,0,1
1386,7742,0,1
1387,10488,0,1
1388,5710,0,1
1389,10119,1,1
1390,7926,0,1
1391,18866,0,1
1392,10495,0,1
1393,12845,0,1
1394,16804,0,1
1395,3850,0,1
1396,13755,0,1
1397,18625,0,1
1398,8068,0,1
1399,7024,0,1
1400,8721,0,1
1401,7524,0,1
1402,7306,0,1
1403,16769,0,1
1404,6900,0,1
1405,15207,0,1
1406,14042,1,1
1407,6275,0,1
1408,16123,0,1
1409,17063,0,1
1410,18855,1,1
1411,4503,0,1
1412,5233,0,1
1413,15443,0,1
1414,11525,1,1
1415,12859,0,1
1416,10491,0,1
1417,12064,0,1
1418,7711,0,1
1419,13315,0,1
1420,7671,0,1
1421,15849,0,1
1422,7323,0,1
1423,14661,0,1
1424,10800,0,1
1425,16576,0,1
1426,19125,0,1
1427,8615,0,1
1428,15068,0,1
1429,16247,0,1
1430,4538,0,1
1431,8215,0,1
1432,6075,0,1
1433,14461,1,1
1434,15906,0,1
1435,4502,0,1
1436,13806,0,1
1437,15035,1,1
1438,3330,0,1
1439,8055,0,1
1440,17985,0,1
1441,9496,0,1
1442,12092,0,1
1443,9007,0,1
1444,16953,0,1
1445,8810,0,1
1446,12411,0,1
1447,12749,0,1
1448,5532,0,1
1449,18173,0,1
1450,7150,1,1
1451,10550,0,1
1452,12848,1,1
1453,6189,0,1
1454,12517,1,1
1455,18117,0,1
1456,10290,0,1
1457,10781,0,1
1458,19516,0,1
1459,5922,0,1
1460,3846,0,1
1461,6620,0,1
1462,14407,1,1
1463,12412,0,1
1464,17554,0,1
1465,8699,0,1
1466,8828,1,1
1467,19316,0,1
1468,18827,0,1
1469,16464,0,1
1470,9514,0,1
1471,19503,0,1
1472,12744,0,1
1473,10938,1,1
1474,14144,0,1
1475,7018,0,1
1476,19430,0,1
1477,12673,0,1
1478,12839,0,1
1479,9872,0,1
1480,19363,0,1
1481,10162,0,1
1482,7112,0,1
1483,4221,0,1
1484,7735,0,1
1485,15659,0,1
1486,17907,1,1
1487,19474,0,1
1488,7909,0,1
1489,4312,0,1
1490,3721,0,1
1491,13809,0,1
1492,15258,1,1
1493,10913,0,1
1494,16714,0,1
1495,16256,0,1
1496,18199,1,1
1497,13669,0,1
